"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000069917",7008.21208955811,5.46053683561754,0.344154857233297,15.866511022147,1.08084552055103e-56,2.29990825615434e-54
"ENSMUSG00000060586",14442.4593072256,-2.62534957386975,0.165931892511522,-15.821850363621,2.19932806674879e-56,4.64471629615339e-54
"ENSMUSG00000079547",2254.82455585375,-2.90661025151069,0.183971265084392,-15.7992621846534,3.1477913021748e-56,6.59814642503626e-54
"ENSMUSG00000035208",1120.20913759921,-4.90981184918627,0.310829983941291,-15.7958115460111,3.32486588057562e-56,6.91769132248948e-54
"ENSMUSG00000022504",4187.60681436753,-5.08835354684792,0.323338009655897,-15.7369483169116,8.44178169992113e-56,1.74347620873077e-53
"ENSMUSG00000023206",1261.38848561722,-2.09819235913808,0.134570433513711,-15.5917782558403,8.27963119752608e-55,1.69750570128549e-52
"ENSMUSG00000070034",2005.86788670602,-2.35412927912885,0.151549689657614,-15.5337123054978,2.05151762818945e-54,4.17558167685401e-52
"ENSMUSG00000025076",1148.66657593662,-1.35298155032582,0.0882078726239117,-15.3385577735728,4.22477223185098e-53,8.53707931282233e-51
"ENSMUSG00000060550",981.201274328905,-4.26390019276036,0.278867306316097,-15.290068416723,8.90565420316238e-53,1.78672868041732e-50
"ENSMUSG00000027580",8096.12134340641,-1.48884098373061,0.097838140999198,-15.2173883163092,2.71140904947851e-52,5.40128066537252e-50
"ENSMUSG00000079017",2658.05624587235,-3.83193699215573,0.252415417502796,-15.1810734465667,4.71993742081642e-52,9.33616917435857e-50
"ENSMUSG00000081769",600.617390167632,-2.69907695806321,0.178415444831407,-15.1280454481601,1.0579104840995e-51,2.077943334083e-49
"ENSMUSG00000097415",10215.4453014651,-1.63459143439944,0.108198319913998,-15.1073642890083,1.44817431982886e-51,2.82474446495506e-49
"ENSMUSG00000056144",894.804798149818,-2.66073580450072,0.176269596529834,-15.0946950403349,1.75497416777997e-51,3.39956651204163e-49
"ENSMUSG00000026360",2765.50587575393,1.47878856340651,0.098138001952045,15.0684600663575,2.61128777607278e-51,5.02368842837891e-49
"ENSMUSG00000010358",2192.29567100707,-2.04412713914055,0.136434551327843,-14.9824741551622,9.55911419637835e-51,1.8265061193733e-48
"ENSMUSG00000040264",399.337250529139,-6.85135622471343,0.457641673900031,-14.9710059539072,1.13590000818294e-50,2.15575401552989e-48
